customer_id,customer_name,gender,age,city,state,region
137,Customer_137,Female,24,Delhi,City_19,South
138,Customer_138,Male,56,Delhi,City_10,South
139,Customer_139,Male,55,UP,City_14,West
140,Customer_140,Female,48,Punjab,City_10,East
141,Customer_141,Male,59,UP,City_4,South
142,Customer_142,Female,25,UP,City_6,South
143,Customer_143,Male,30,Punjab,City_1,West
144,Customer_144,Female,38,UP,City_2,East
145,Customer_145,Female,49,UP,City_3,East
146,Customer_146,Male,47,UP,City_4,South
147,Customer_147,Female,29,Delhi,City_3,South
148,Customer_148,Female,58,Haryana,City_19,West
149,Customer_149,Male,49,Punjab,City_10,East
150,Customer_150,Female,48,Delhi,City_3,West
151,Customer_151,Female,58,Delhi,City_9,North
152,Customer_152,Male,56,Delhi,City_19,East
153,Customer_153,Male,31,Punjab,City_16,East
154,Customer_154,Male,57,Punjab,City_14,North
155,Customer_155,Female,42,Haryana,City_14,East
156,Customer_156,Male,30,Punjab,City_11,West
157,Customer_157,Female,45,Delhi,City_18,West
158,Customer_158,Male,40,Haryana,City_9,North
159,Customer_159,Female,52,Punjab,City_1,West
160,Customer_160,Male,32,Haryana,City_17,West
161,Customer_161,Female,23,Haryana,City_7,South
162,Customer_162,Female,48,Delhi,City_16,North
163,Customer_163,Male,30,Delhi,City_10,West
164,Customer_164,Male,34,Punjab,City_4,North
165,Customer_165,Male,51,Haryana,City_10,West
166,Customer_166,Female,50,Punjab,City_8,South
167,Customer_167,Female,32,UP,City_20,North
168,Customer_168,Female,46,Haryana,City_11,North
169,Customer_169,Female,39,Punjab,City_19,South
170,Customer_170,Female,54,Haryana,City_16,East
171,Customer_171,Female,49,UP,City_11,South
172,Customer_172,Female,34,Delhi,City_14,East
173,Customer_173,Female,44,UP,City_13,West
174,Customer_174,Male,28,Haryana,City_17,North
175,Customer_175,Female,26,Punjab,City_17,North
176,Customer_176,Male,46,Delhi,City_5,West
177,Customer_177,Female,41,Punjab,City_20,North
178,Customer_178,Female,54,Haryana,City_13,West
179,Customer_179,Male,59,UP,City_3,East
180,Customer_180,Male,25,Delhi,City_14,North
181,Customer_181,Female,30,Delhi,City_10,North
182,Customer_182,Female,23,Haryana,City_10,East
183,Customer_183,Female,29,Punjab,City_8,South
184,Customer_184,Male,31,Punjab,City_3,South
185,Customer_185,Female,57,UP,City_5,West
186,Customer_186,Female,49,Delhi,City_9,West
187,Customer_187,Female,54,Delhi,City_6,West
188,Customer_188,Female,57,Punjab,City_10,East
189,Customer_189,Female,39,Punjab,City_7,West
190,Customer_190,Male,35,Haryana,City_13,East
191,Customer_191,Female,21,Haryana,City_13,North
192,Customer_192,Male,58,Haryana,City_16,South
193,Customer_193,Female,34,Haryana,City_7,South
194,Customer_194,Male,60,Haryana,City_2,West
195,Customer_195,Male,57,UP,City_12,North
196,Customer_196,Female,40,UP,City_14,South
197,Customer_197,Male,54,Haryana,City_12,South
198,Customer_198,Female,50,Haryana,City_10,North
199,Customer_199,Female,24,UP,City_5,West
200,Customer_200,Female,25,Delhi,City_13,East
201,Customer_201,Male,49,Haryana,City_12,West
202,Customer_202,Female,26,Punjab,City_8,North
203,Customer_203,Female,59,Delhi,City_8,West
204,Customer_204,Female,46,UP,City_4,North
205,Customer_205,Male,39,Delhi,City_16,North
206,Customer_206,Male,54,Punjab,City_5,West
207,Customer_207,Female,54,UP,City_14,West
208,Customer_208,Male,51,Punjab,City_20,East
209,Customer_209,Male,43,Punjab,City_7,West
210,Customer_210,Male,43,Haryana,City_4,East
211,Customer_211,Male,45,UP,City_9,North
212,Customer_212,Female,25,Delhi,City_7,North
213,Customer_213,Female,35,UP,City_5,North
214,Customer_214,Male,57,UP,City_7,East
215,Customer_215,Male,58,Haryana,City_1,South
216,Customer_216,Male,54,UP,City_9,North
217,Customer_217,Male,28,Haryana,City_1,South
218,Customer_218,Female,21,Haryana,City_6,North
219,Customer_219,Male,46,Delhi,City_17,North
220,Customer_220,Female,48,Delhi,City_12,West
221,Customer_221,Male,59,Haryana,City_2,West
222,Customer_222,Male,23,Punjab,City_16,West
223,Customer_223,Male,51,Delhi,City_15,North
224,Customer_224,Female,58,Delhi,City_5,South
225,Customer_225,Female,59,Haryana,City_19,West
226,Customer_226,Female,49,Punjab,City_17,North
227,Customer_227,Male,55,Punjab,City_7,West
228,Customer_228,Male,46,Punjab,City_11,West
229,Customer_229,Female,26,Punjab,City_11,East
230,Customer_230,Female,43,Punjab,City_5,North
231,Customer_231,Male,25,Punjab,City_3,North
232,Customer_232,Female,28,Delhi,City_18,East
233,Customer_233,Male,46,Punjab,City_12,North
234,Customer_234,Female,58,Haryana,City_10,North
235,Customer_235,Male,29,UP,City_16,North
236,Customer_236,Female,55,Delhi,City_12,East
237,Customer_237,Male,47,Delhi,City_18,East
238,Customer_238,Male,31,Haryana,City_9,East
239,Customer_239,Female,20,UP,City_6,West
240,Customer_240,Male,29,Delhi,City_1,South
241,Customer_241,Female,46,Haryana,City_15,South
242,Customer_242,Female,39,Delhi,City_11,North
243,Customer_243,Male,30,Delhi,City_20,North
244,Customer_244,Female,48,Punjab,City_14,West
245,Customer_245,Female,37,Delhi,City_7,East
246,Customer_246,Female,27,Punjab,City_10,East
247,Customer_247,Male,34,Delhi,City_13,North
248,Customer_248,Male,39,UP,City_7,East
249,Customer_249,Female,40,Delhi,City_4,West
250,Customer_250,Female,31,Punjab,City_5,South
251,Customer_251,Female,24,Delhi,City_13,West
252,Customer_252,Male,49,Haryana,City_3,West
253,Customer_253,Female,60,Haryana,City_14,North
254,Customer_254,Female,21,UP,City_11,West
255,Customer_255,Female,25,Delhi,City_14,South
256,Customer_256,Female,57,Delhi,City_13,West
257,Customer_257,Female,41,Haryana,City_8,South
258,Customer_258,Male,52,UP,City_4,East
259,Customer_259,Female,29,Delhi,City_8,South
260,Customer_260,Female,32,UP,City_6,North
261,Customer_261,Male,60,Punjab,City_16,West
262,Customer_262,Female,60,UP,City_11,West
263,Customer_263,Male,50,Haryana,City_15,East
264,Customer_264,Male,42,Delhi,City_17,East
265,Customer_265,Female,48,Delhi,City_2,East
266,Customer_266,Female,24,Punjab,City_3,West
267,Customer_267,Male,48,UP,City_19,East
268,Customer_268,Female,52,Delhi,City_5,West
269,Customer_269,Male,41,UP,City_3,North
270,Customer_270,Male,48,UP,City_15,East
271,Customer_271,Female,38,Punjab,City_13,East
272,Customer_272,Male,60,Delhi,City_11,East
273,Customer_273,Male,55,Haryana,City_13,East
274,Customer_274,Male,41,UP,City_3,East
275,Customer_275,Female,45,Delhi,City_5,East
276,Customer_276,Female,41,Delhi,City_5,West
277,Customer_277,Female,21,Haryana,City_12,South
278,Customer_278,Male,41,UP,City_16,South
279,Customer_279,Male,29,Haryana,City_3,North
280,Customer_280,Male,41,UP,City_20,West
281,Customer_281,Male,30,UP,City_6,West
282,Customer_282,Male,46,UP,City_12,West
283,Customer_283,Female,48,UP,City_8,East
284,Customer_284,Female,32,Punjab,City_12,West
285,Customer_285,Female,44,Punjab,City_17,South
286,Customer_286,Male,58,Haryana,City_5,North
287,Customer_287,Female,43,Delhi,City_18,North
288,Customer_288,Female,25,Haryana,City_6,West
289,Customer_289,Male,47,UP,City_3,West
290,Customer_290,Female,21,Delhi,City_14,West
291,Customer_291,Female,35,Delhi,City_13,East
292,Customer_292,Male,21,Delhi,City_11,East
293,Customer_293,Male,28,Haryana,City_2,West
294,Customer_294,Male,50,Delhi,City_15,North
295,Customer_295,Male,36,UP,City_7,West
296,Customer_296,Male,38,Haryana,City_8,North
297,Customer_297,Male,35,Punjab,City_14,North
298,Customer_298,Male,51,Delhi,City_20,South
299,Customer_299,Male,38,Delhi,City_14,East
300,Customer_300,Male,56,UP,City_14,North
301,Customer_301,Female,24,Delhi,City_17,West
302,Customer_302,Female,22,Haryana,City_13,East
303,Customer_303,Male,42,Haryana,City_3,South
304,Customer_304,Male,57,UP,City_11,North
305,Customer_305,Female,54,UP,City_11,West
306,Customer_306,Female,60,UP,City_6,North
307,Customer_307,Female,22,UP,City_10,North
308,Customer_308,Male,22,Haryana,City_11,West
309,Customer_309,Female,36,UP,City_2,East
310,Customer_310,Female,23,Haryana,City_11,North
311,Customer_311,Female,47,Punjab,City_13,West
312,Customer_312,Female,31,Punjab,City_16,East
313,Customer_313,Female,25,Delhi,City_14,West
314,Customer_314,Male,54,Haryana,City_10,North
315,Customer_315,Male,40,Haryana,City_10,West
316,Customer_316,Female,30,Haryana,City_15,West
317,Customer_317,Male,42,Punjab,City_20,East
318,Customer_318,Male,24,Haryana,City_13,South
319,Customer_319,Male,29,Punjab,City_20,North
320,Customer_320,Male,24,Haryana,City_8,East
321,Customer_321,Female,56,UP,City_2,West
322,Customer_322,Female,43,Delhi,City_15,South
323,Customer_323,Female,45,Haryana,City_11,South
324,Customer_324,Male,21,Punjab,City_6,West
325,Customer_325,Male,36,Punjab,City_9,South
326,Customer_326,Female,51,Delhi,City_7,South
327,Customer_327,Male,48,Punjab,City_6,North
328,Customer_328,Female,42,Haryana,City_3,East
329,Customer_329,Male,60,Haryana,City_6,South
330,Customer_330,Male,32,UP,City_5,West
331,Customer_331,Male,43,Haryana,City_18,West
332,Customer_332,Male,59,Delhi,City_3,East
333,Customer_333,Female,50,Punjab,City_17,West
334,Customer_334,Male,28,Delhi,City_11,West
335,Customer_335,Female,53,UP,City_12,South
336,Customer_336,Male,47,Delhi,City_17,North
337,Customer_337,Male,39,UP,City_6,East
338,Customer_338,Male,42,Haryana,City_17,North
339,Customer_339,Female,32,Haryana,City_18,South
340,Customer_340,Female,59,Delhi,City_18,South
341,Customer_341,Male,30,Haryana,City_20,North
342,Customer_342,Male,25,Haryana,City_2,South
343,Customer_343,Female,59,Punjab,City_1,East
344,Customer_344,Female,50,Punjab,City_8,East
345,Customer_345,Female,24,UP,City_2,West
346,Customer_346,Female,50,UP,City_15,East
347,Customer_347,Male,40,Haryana,City_11,West
348,Customer_348,Male,43,Delhi,City_17,East
349,Customer_349,Male,49,Haryana,City_4,West
350,Customer_350,Male,29,Delhi,City_4,East
351,Customer_351,Female,59,UP,City_14,South
352,Customer_352,Female,56,UP,City_11,South
353,Customer_353,Female,52,Punjab,City_15,East
354,Customer_354,Female,21,Punjab,City_3,West
355,Customer_355,Male,33,Haryana,City_19,North
356,Customer_356,Male,38,Punjab,City_16,East
357,Customer_357,Male,26,UP,City_14,East
358,Customer_358,Female,45,Delhi,City_12,West
359,Customer_359,Male,56,UP,City_18,East
360,Customer_360,Female,24,Punjab,City_13,East
361,Customer_361,Male,28,Punjab,City_4,East
362,Customer_362,Female,55,UP,City_12,South
363,Customer_363,Female,52,Delhi,City_2,North
364,Customer_364,Male,41,Punjab,City_16,South
365,Customer_365,Male,40,Haryana,City_20,South
366,Customer_366,Female,59,Haryana,City_10,West
367,Customer_367,Female,50,Haryana,City_1,East
368,Customer_368,Male,46,Haryana,City_19,North
369,Customer_369,Female,36,UP,City_19,North
370,Customer_370,Female,30,Punjab,City_17,South
371,Customer_371,Male,22,Delhi,City_19,South
372,Customer_372,Male,48,Punjab,City_11,South
373,Customer_373,Female,33,Punjab,City_14,North
374,Customer_374,Male,53,Haryana,City_7,West
375,Customer_375,Female,40,Punjab,City_6,East
376,Customer_376,Female,36,Punjab,City_20,South
377,Customer_377,Male,37,Haryana,City_18,South
378,Customer_378,Female,38,Punjab,City_7,East
379,Customer_379,Female,42,Haryana,City_18,East
380,Customer_380,Male,56,Punjab,City_18,West
381,Customer_381,Female,29,Delhi,City_10,East
382,Customer_382,Male,42,Haryana,City_15,West
383,Customer_383,Male,32,Haryana,City_18,East
384,Customer_384,Male,26,UP,City_20,South
385,Customer_385,Male,53,UP,City_8,North
386,Customer_386,Male,46,Punjab,City_11,North
387,Customer_387,Male,20,UP,City_18,West
388,Customer_388,Female,50,Haryana,City_7,East
389,Customer_389,Female,23,UP,City_3,North
390,Customer_390,Male,46,Delhi,City_6,West
391,Customer_391,Female,31,Delhi,City_10,North
392,Customer_392,Female,56,Delhi,City_20,East
393,Customer_393,Female,49,Punjab,City_18,South
394,Customer_394,Female,37,Delhi,City_7,East
395,Customer_395,Male,49,UP,City_9,North
396,Customer_396,Female,38,UP,City_19,South
397,Customer_397,Female,47,Haryana,City_17,North
398,Customer_398,Female,26,UP,City_6,West
399,Customer_399,Female,35,Haryana,City_1,West
400,Customer_400,Male,48,Haryana,City_9,East
401,Customer_401,Male,36,UP,City_12,North
402,Customer_402,Male,49,UP,City_10,West
403,Customer_403,Female,27,Haryana,City_10,South
404,Customer_404,Male,28,UP,City_16,West
405,Customer_405,Female,46,Punjab,City_18,South
406,Customer_406,Male,58,Punjab,City_3,East
407,Customer_407,Male,56,Delhi,City_4,South
408,Customer_408,Male,30,Punjab,City_11,North
409,Customer_409,Male,57,Delhi,City_16,West
410,Customer_410,Male,49,Punjab,City_5,West
411,Customer_411,Male,55,Haryana,City_15,North
412,Customer_412,Female,36,UP,City_1,North
413,Customer_413,Male,47,Delhi,City_12,North
414,Customer_414,Male,50,Haryana,City_2,West
415,Customer_415,Male,28,Haryana,City_14,West
416,Customer_416,Female,44,Delhi,City_13,South
417,Customer_417,Female,27,Punjab,City_6,South
418,Customer_418,Male,20,Haryana,City_1,West
419,Customer_419,Female,54,UP,City_13,South
420,Customer_420,Female,42,Haryana,City_5,South
421,Customer_421,Male,22,Delhi,City_14,South
422,Customer_422,Male,24,Delhi,City_4,West
423,Customer_423,Male,35,Punjab,City_2,West
424,Customer_424,Male,54,Delhi,City_7,South
425,Customer_425,Female,34,Haryana,City_19,East
426,Customer_426,Male,39,UP,City_5,West
427,Customer_427,Female,37,UP,City_2,West
428,Customer_428,Female,23,Punjab,City_12,East
429,Customer_429,Female,46,Haryana,City_5,West
430,Customer_430,Male,54,UP,City_16,South
431,Customer_431,Female,29,Delhi,City_15,West
432,Customer_432,Female,55,UP,City_17,West
433,Customer_433,Male,36,Haryana,City_7,North
434,Customer_434,Female,43,UP,City_3,North
435,Customer_435,Female,44,Delhi,City_20,North
436,Customer_436,Male,57,UP,City_18,West
437,Customer_437,Male,41,Delhi,City_10,South
438,Customer_438,Male,27,UP,City_16,South
439,Customer_439,Female,35,Haryana,City_18,East
440,Customer_440,Female,49,Haryana,City_18,East
441,Customer_441,Female,43,Punjab,City_17,West
442,Customer_442,Male,50,UP,City_11,East
443,Customer_443,Female,46,UP,City_2,South
444,Customer_444,Male,36,Punjab,City_18,East
445,Customer_445,Male,32,UP,City_11,West
446,Customer_446,Male,51,Haryana,City_18,East
447,Customer_447,Female,51,UP,City_15,East
448,Customer_448,Male,28,Punjab,City_18,South
449,Customer_449,Male,53,Delhi,City_2,North
450,Customer_450,Male,46,UP,City_5,North
451,Customer_451,Male,20,Punjab,City_7,East
452,Customer_452,Male,59,Punjab,City_20,West
453,Customer_453,Male,20,Punjab,City_18,North
454,Customer_454,Male,53,Haryana,City_9,North
455,Customer_455,Female,31,Delhi,City_4,South
456,Customer_456,Male,32,Haryana,City_20,East
457,Customer_457,Female,45,Haryana,City_3,West
458,Customer_458,Female,56,UP,City_8,East
459,Customer_459,Male,22,Punjab,City_3,West
460,Customer_460,Female,55,Delhi,City_16,North
461,Customer_461,Male,25,Punjab,City_16,East
462,Customer_462,Male,53,UP,City_2,South
463,Customer_463,Female,37,Delhi,City_2,East
464,Customer_464,Male,31,Delhi,City_11,South
465,Customer_465,Male,45,Haryana,City_3,South
466,Customer_466,Male,56,Haryana,City_13,West
467,Customer_467,Male,25,Haryana,City_17,North
468,Customer_468,Male,47,Delhi,City_8,East
469,Customer_469,Female,40,Haryana,City_1,West
470,Customer_470,Female,34,Punjab,City_12,West
471,Customer_471,Male,57,Delhi,City_13,East
472,Customer_472,Male,24,Haryana,City_3,South
473,Customer_473,Female,60,Punjab,City_5,East
474,Customer_474,Female,26,Delhi,City_3,East
475,Customer_475,Female,43,Delhi,City_9,South
476,Customer_476,Male,31,Punjab,City_14,West
477,Customer_477,Male,21,Haryana,City_3,North
478,Customer_478,Female,44,Haryana,City_1,West
479,Customer_479,Female,25,UP,City_18,South
480,Customer_480,Female,30,Haryana,City_5,East
481,Customer_481,Female,51,Delhi,City_5,South
482,Customer_482,Female,37,Haryana,City_14,West
483,Customer_483,Male,43,UP,City_9,West
484,Customer_484,Male,49,UP,City_4,East
485,Customer_485,Male,45,Punjab,City_11,East
486,Customer_486,Female,41,UP,City_14,East
487,Customer_487,Female,58,Punjab,City_7,East
488,Customer_488,Male,45,Haryana,City_11,West
489,Customer_489,Male,40,Haryana,City_13,West
490,Customer_490,Female,27,UP,City_19,South
491,Customer_491,Male,49,Punjab,City_7,East
492,Customer_492,Male,46,UP,City_16,East
493,Customer_493,Male,36,Punjab,City_5,West
494,Customer_494,Male,48,Punjab,City_20,West
495,Customer_495,Female,54,Haryana,City_2,North
496,Customer_496,Male,35,UP,City_12,North
497,Customer_497,Female,41,Delhi,City_14,North
498,Customer_498,Male,36,UP,City_8,West
499,Customer_499,Female,45,UP,City_15,East
500,Customer_500,Male,50,Haryana,City_4,West
