order_id,order_date,customer_id,product_id,quantity,sales,profit,region
58,2024-10-27,389,4,2,678.69,184.86,North
59,2023-04-06,13,1,3,3166.61,427.76,South
60,2024-11-11,129,4,3,1203.63,140.12,South
61,2024-10-02,472,18,4,3522.39,823.81,South
62,2024-03-15,499,4,2,751.38,176.43,East
63,2023-08-07,417,4,1,357.33,39.02,South
64,2024-06-15,468,8,2,308.1,25.28,East
65,2023-05-04,370,5,3,3974.62,687.25,South
66,2024-05-04,192,5,2,2040.27,335.17,South
67,2023-04-16,269,6,1,1012.18,277.15,North
68,2024-01-27,239,3,2,950.44,233.52,West
69,2024-10-18,469,15,2,2343.85,261.17,West
70,2024-07-30,199,16,5,3709.27,827.18,West
71,2023-12-26,356,5,4,4946.4,1079.19,East
72,2024-02-26,216,7,2,2905.91,515.29,North
73,2023-03-30,204,8,2,326.24,36.15,North
74,2024-08-26,402,5,1,1239.12,194.96,West
75,2023-11-19,327,12,4,3471.02,466.9,North
76,2023-09-12,204,10,1,57.99,12.29,North
77,2023-10-19,258,4,5,1941.9,450.34,East
78,2023-07-30,293,13,3,156.84,30.13,West
79,2023-10-30,11,6,4,4455.39,1124.7,East
80,2024-05-21,248,4,2,695.96,92.59,East
81,2023-03-14,218,5,5,5860.52,1729.4,North
82,2023-11-21,326,14,3,863.31,232.56,South
83,2024-03-06,158,6,5,5140.4,1183.56,North
84,2023-03-16,17,12,4,2762.01,262.0,West
85,2023-08-09,215,17,3,925.97,86.4,South
86,2024-06-02,473,3,4,1655.56,392.0,East
87,2024-03-09,232,9,4,2837.04,278.41,East
88,2024-07-04,308,14,5,1661.23,234.3,West
89,2023-03-22,445,3,3,1326.61,165.43,West
90,2024-07-03,364,1,2,1921.7,401.67,South
91,2023-11-14,52,13,1,54.97,13.23,East
92,2023-03-01,41,4,2,666.9,189.01,North
93,2024-04-09,210,9,1,692.11,63.75,East
94,2023-05-03,430,8,2,252.23,27.79,South
95,2023-06-17,135,1,1,1009.85,157.81,North
96,2023-09-23,234,13,5,235.34,25.4,North
97,2023-05-01,154,7,3,4546.14,393.05,North
98,2023-10-06,451,14,4,1295.1,178.53,East
99,2024-10-04,330,2,5,218.18,39.3,West
100,2023-02-26,496,8,3,439.5,89.97,North
101,2023-06-11,195,1,3,2820.48,289.49,North
102,2024-11-21,476,6,5,5686.25,740.63,West
103,2023-01-03,305,10,5,248.39,67.03,West
104,2023-02-17,486,11,2,699.43,114.89,East
105,2023-07-03,351,10,2,128.31,34.47,South
106,2024-11-02,138,10,5,279.02,42.08,South
107,2023-11-24,304,16,4,3226.61,313.42,North
108,2023-05-03,260,8,3,439.81,122.45,North
109,2023-08-17,49,16,2,1876.21,555.19,East
110,2023-03-12,304,17,4,1574.65,425.99,North
111,2023-12-02,20,5,3,3075.91,555.15,South
112,2023-07-25,108,7,3,3967.74,1002.22,South
113,2023-09-06,429,7,5,6959.12,1462.61,West
114,2023-07-20,196,6,4,4560.83,913.27,South
115,2023-06-04,238,2,2,85.27,14.51,East
116,2024-07-08,361,15,2,1964.34,519.97,East
117,2023-12-10,477,8,1,125.65,28.22,North
118,2023-04-17,479,5,3,3194.32,946.43,South
119,2024-05-18,274,17,4,1608.84,472.94,East
120,2024-12-29,60,11,2,660.76,59.24,North
121,2024-06-16,494,16,2,1683.24,466.3,West
122,2023-03-28,439,10,4,233.75,44.69,East
123,2023-03-18,351,1,4,4149.72,388.84,South
124,2023-08-31,352,15,2,1932.21,516.29,South
125,2024-12-18,403,5,4,5091.86,772.82,South
126,2023-10-06,443,4,4,1329.32,382.29,South
127,2024-08-21,223,8,2,260.3,26.87,North
128,2024-04-22,344,7,4,5326.38,567.59,East
129,2023-08-01,499,17,3,1051.5,191.31,East
130,2023-04-03,69,11,1,318.07,73.45,West
131,2023-02-11,35,1,5,4642.89,1246.37,West
132,2023-04-04,289,17,2,753.65,220.86,West
133,2024-06-09,92,2,4,172.95,25.21,East
134,2023-02-01,69,3,2,995.43,266.79,West
135,2024-07-17,287,12,5,3719.36,675.62,North
136,2023-05-05,381,11,2,606.79,159.39,East
137,2023-05-14,467,9,2,1225.51,206.04,North
138,2024-08-19,83,12,1,820.84,231.34,South
139,2023-01-23,64,15,1,1173.16,144.89,South
140,2023-05-12,316,5,4,4108.65,1094.55,West
141,2023-05-06,192,2,3,129.45,23.48,South
142,2024-08-10,357,15,2,2015.26,482.4,East
143,2023-01-31,255,4,4,1390.63,241.78,South
144,2023-08-08,205,6,3,3581.77,503.22,North
145,2023-06-02,242,11,4,1222.73,264.38,North
146,2024-10-24,466,17,2,669.16,114.18,West
147,2024-05-05,48,2,5,217.04,30.72,East
148,2024-03-05,332,5,2,2125.73,583.78,East
149,2023-09-13,57,7,5,7294.28,1870.81,East
150,2024-01-27,257,17,1,384.01,61.06,South
151,2024-05-11,381,7,5,6718.25,1373.5,East
152,2024-02-02,256,11,3,988.3,84.73,West
153,2023-08-13,318,3,5,1907.51,492.81,South
154,2023-03-01,103,3,3,1438.95,264.44,East
155,2024-08-21,395,2,3,170.16,50.07,North
156,2023-09-11,156,13,1,54.35,7.53,West
157,2023-08-13,390,14,1,328.54,97.31,West
158,2023-12-30,83,12,4,3602.98,1074.19,South
159,2023-06-30,100,12,2,1481.65,222.19,West
160,2024-08-28,12,5,3,3017.93,706.57,East
161,2024-07-31,475,3,5,1978.53,571.09,South
162,2024-07-09,61,18,4,3526.17,662.55,East
163,2023-02-27,382,14,1,297.02,38.06,West
164,2024-05-04,381,5,5,4984.17,1405.22,East
165,2023-05-14,138,17,2,678.43,80.76,South
166,2023-03-02,76,4,3,931.72,194.78,East
167,2023-04-24,177,9,2,1473.96,397.01,North
168,2024-01-18,440,4,1,380.73,85.92,East
169,2023-04-14,60,12,5,3818.59,576.5,North
170,2024-03-23,207,4,2,779.41,227.08,West
171,2023-06-28,271,11,3,1120.28,228.13,East
172,2024-01-01,239,10,5,263.02,55.12,West
173,2024-01-23,31,2,2,93.79,21.71,East
174,2023-07-01,330,18,2,1986.74,573.64,West
175,2024-02-05,14,3,5,2424.76,605.18,West
176,2023-02-03,497,4,5,1635.18,245.29,North
177,2023-08-15,128,9,5,3486.75,358.8,North
178,2023-05-25,242,13,4,198.03,19.23,North
179,2023-11-24,259,4,3,976.73,268.38,South
180,2024-12-26,253,3,1,462.19,111.13,North
181,2024-04-02,77,13,3,134.27,16.94,West
182,2023-12-25,475,12,1,745.43,77.35,South
183,2023-02-19,84,6,1,1034.35,249.45,West
184,2024-02-28,217,9,2,1338.54,218.61,South
185,2024-01-20,139,15,5,4551.33,844.22,West
186,2024-10-28,464,6,5,5740.42,744.12,South
187,2023-03-17,480,10,4,248.01,21.66,East
188,2023-11-23,343,1,1,941.9,97.05,East
189,2023-06-24,256,10,3,190.35,21.97,West
190,2024-07-14,452,12,1,902.26,266.32,West
191,2024-08-31,184,10,3,195.12,53.95,South
192,2024-03-17,271,13,1,58.59,6.81,East
193,2023-06-10,415,6,4,3731.25,570.29,West
194,2024-02-24,481,1,2,2135.69,510.11,South
195,2023-09-29,371,11,5,1843.68,268.12,South
196,2023-02-20,204,2,1,48.11,9.67,North
197,2023-06-07,174,3,4,1538.7,124.39,North
198,2023-10-29,112,3,1,481.57,104.75,South
199,2023-07-24,45,3,4,1560.1,195.84,South
200,2023-03-25,119,10,3,170.07,17.93,West
201,2024-04-27,368,15,4,4096.19,923.4,North
202,2024-10-19,467,14,1,325.64,39.3,North
203,2024-01-14,417,15,4,3741.04,336.0,South
204,2024-04-21,196,17,4,1325.44,350.12,South
205,2023-03-05,373,3,5,1984.22,462.77,North
206,2023-03-29,79,8,1,153.56,39.59,West
207,2024-08-26,68,1,4,3728.75,348.33,East
208,2024-06-19,194,11,4,1377.45,272.48,West
209,2024-08-09,188,1,4,4484.47,828.63,East
210,2024-02-09,396,15,1,1145.46,271.64,South
211,2024-08-07,366,4,5,2004.33,513.31,West
212,2023-05-31,406,16,5,3847.12,948.63,East
213,2023-06-21,395,5,2,2639.12,680.53,North
214,2023-02-13,301,1,2,1977.51,588.15,West
215,2023-07-26,184,6,4,4884.41,1064.75,South
216,2023-09-22,341,16,5,4093.05,982.18,North
217,2023-03-31,217,1,1,978.57,163.83,South
218,2023-10-10,88,16,3,2603.74,733.67,West
219,2024-12-18,175,8,1,151.67,29.57,North
220,2023-04-26,417,8,4,571.74,64.38,South
221,2024-08-19,86,12,5,4301.35,1233.3,North
222,2024-07-30,183,15,1,1109.29,280.5,South
223,2023-12-19,190,2,5,274.96,37.97,East
224,2024-08-08,208,11,4,1454.14,128.32,East
225,2024-02-17,348,15,3,2768.15,592.12,East
226,2023-02-09,116,12,4,3109.11,849.94,West
227,2023-02-20,404,3,2,943.46,266.61,West
228,2023-01-21,426,7,3,4023.51,1024.4,West
229,2023-10-15,463,8,3,482.61,129.73,East
230,2023-08-22,7,10,1,51.15,15.05,West
231,2023-11-25,169,17,4,1327.88,227.98,South
232,2023-07-12,108,10,1,56.17,15.78,South
233,2024-05-11,411,12,4,3442.1,932.06,North
234,2024-06-11,200,4,1,389.67,36.8,East
235,2024-02-18,324,10,5,255.87,68.39,West
236,2023-01-30,465,18,5,4227.47,1152.15,South
237,2023-03-01,331,5,2,2158.97,389.52,West
238,2024-12-22,251,1,3,2771.95,446.39,West
239,2024-06-01,332,3,4,1711.2,484.4,East
240,2023-09-05,20,16,1,831.61,175.21,South
241,2024-04-30,165,3,2,903.44,141.79,West
242,2023-09-22,13,17,2,761.32,176.28,South
243,2023-01-29,309,16,3,2505.26,290.21,East
244,2023-08-08,292,17,5,1958.22,435.55,East
245,2023-10-03,372,16,2,1800.88,347.43,South
246,2024-04-30,304,13,1,58.13,12.93,North
247,2023-01-09,310,4,5,1656.6,354.24,North
248,2024-12-30,473,8,3,498.2,110.3,East
249,2024-01-21,488,5,4,5118.02,926.26,West
250,2024-04-22,305,6,2,2017.5,392.49,West
251,2024-02-11,119,15,5,5260.22,429.32,West
252,2024-07-28,66,7,3,4396.56,940.82,East
253,2024-12-01,99,12,3,2134.28,200.72,West
254,2024-10-17,174,7,3,4008.17,564.81,North
255,2023-07-12,317,8,3,395.59,98.27,East
256,2024-09-06,137,4,1,349.85,52.59,South
257,2023-01-27,270,10,2,119.31,35.73,East
258,2024-03-04,405,17,3,1037.09,251.06,South
259,2024-12-26,200,1,5,5768.92,1497.17,East
260,2023-08-16,249,4,3,1136.57,250.53,West
261,2024-11-18,84,2,4,190.51,27.82,West
262,2024-11-04,4,11,2,780.97,93.6,West
263,2024-04-27,230,1,1,903.43,123.68,North
264,2023-07-07,328,6,5,6028.61,1675.41,East
265,2023-08-16,112,16,1,827.37,201.65,South
266,2024-03-06,171,5,3,3775.23,577.19,South
267,2024-08-22,135,17,3,1003.41,268.18,North
268,2023-02-24,14,8,4,647.42,134.91,West
269,2023-03-14,461,13,5,258.02,31.68,East
270,2024-11-28,277,9,1,647.92,94.36,South
271,2023-06-04,433,12,1,718.12,89.09,North
272,2024-08-06,49,12,4,3564.2,1058.79,East
273,2023-11-20,289,8,2,323.38,38.7,West
274,2024-05-14,120,14,1,306.21,90.96,East
275,2024-10-11,412,8,3,384.04,68.92,North
276,2023-06-22,413,17,2,726.26,83.42,North
277,2023-05-13,299,11,1,364.09,79.87,East
278,2024-03-15,31,10,4,258.86,42.54,East
279,2024-06-30,487,3,1,402.92,65.31,East
280,2023-11-26,473,14,1,345.18,67.94,East
281,2024-11-23,161,12,1,687.63,165.99,South
282,2024-12-11,490,14,2,712.44,105.91,South
283,2024-01-28,268,10,1,57.17,8.42,West
284,2023-02-16,485,5,1,1095.67,157.76,East
285,2024-09-02,405,16,5,4345.03,762.15,South
286,2023-12-17,112,14,2,734.34,137.94,South
287,2023-06-18,422,17,2,801.76,226.1,West
288,2023-01-20,294,10,4,210.75,50.58,North
289,2023-08-05,498,4,2,767.53,160.98,West
290,2023-05-07,98,7,2,2705.43,603.63,West
291,2024-01-20,107,6,1,1184.22,161.38,South
292,2024-09-30,175,13,5,226.54,67.7,North
293,2024-10-31,441,12,1,878.06,79.56,West
294,2024-03-02,130,14,1,316.47,33.92,North
295,2024-04-30,55,5,3,3689.3,461.93,North
296,2023-11-05,65,5,1,1136.42,116.16,North
297,2023-10-04,273,5,5,6017.5,1409.06,East
298,2023-04-18,197,7,4,5643.89,1218.48,South
299,2023-04-27,191,15,3,3332.47,631.51,North
300,2023-07-24,246,8,5,790.76,207.91,East
301,2024-01-02,372,14,2,680.55,98.66,South
302,2024-07-15,433,13,1,51.96,6.53,North
303,2023-12-05,226,4,4,1329.69,110.1,North
304,2023-04-24,176,17,1,389.42,88.47,West
305,2023-04-03,348,7,2,3037.27,293.13,East
306,2023-09-20,34,2,1,51.68,9.33,North
307,2023-09-28,16,18,3,2768.68,282.29,South
308,2023-02-10,118,16,2,1899.84,302.54,South
309,2024-03-12,349,13,3,166.69,16.82,West
310,2023-01-10,313,18,1,1026.18,231.85,West
311,2023-12-03,196,9,2,1286.59,226.82,South
312,2023-10-02,107,2,5,275.0,27.62,South
313,2023-07-07,123,14,3,858.31,144.24,West
314,2023-10-06,402,10,4,250.4,58.04,West
315,2024-03-07,433,13,4,216.92,55.38,North
316,2023-05-16,40,14,1,339.61,31.55,West
317,2023-04-17,384,16,2,1684.7,353.73,South
318,2024-11-25,135,17,5,1745.52,374.4,North
319,2024-09-18,162,1,3,2624.39,605.14,North
320,2024-05-09,214,7,2,3150.47,330.31,East
321,2024-03-27,358,2,4,172.78,23.77,West
322,2023-01-13,252,5,3,3691.99,846.0,West
323,2024-08-01,10,7,5,6477.07,1880.08,South
324,2024-06-15,419,1,3,3052.68,714.72,South
325,2024-03-19,404,8,1,153.29,20.65,West
326,2024-11-10,231,6,3,3369.15,554.81,North
327,2024-09-19,255,3,5,1923.41,426.13,South
328,2024-06-01,258,3,2,969.42,259.23,East
329,2023-03-18,153,17,2,761.83,114.69,East
330,2023-10-12,344,15,3,2685.82,346.46,East
331,2024-02-17,460,4,4,1569.2,152.75,North
332,2024-08-09,115,12,4,3157.0,847.5,North
333,2023-11-20,403,11,4,1256.6,238.03,South
334,2023-04-16,258,3,1,428.62,37.67,East
335,2023-01-01,256,8,5,800.8,203.56,West
336,2024-10-14,181,16,5,4074.37,781.6,North
337,2024-11-01,143,5,2,2439.34,705.16,West
338,2023-02-25,98,1,3,3306.98,878.83,West
339,2024-07-27,69,9,3,2165.49,459.06,West
340,2024-04-08,335,3,3,1176.51,290.66,South
341,2023-01-03,460,6,2,2041.46,536.04,North
342,2024-07-14,107,2,3,149.84,35.13,South
343,2023-06-18,241,14,1,320.89,83.69,South
344,2023-04-20,292,7,4,5230.36,643.87,East
345,2024-02-07,269,8,1,134.61,35.19,North
346,2023-12-13,361,7,2,2497.43,427.52,East
347,2023-05-07,115,5,5,6265.57,1122.23,North
348,2024-05-31,309,6,5,4787.91,908.47,East
349,2023-02-19,416,15,5,5214.34,913.65,South
350,2024-05-09,275,16,5,4838.51,1218.52,East
351,2024-12-09,212,3,2,901.34,216.96,North
352,2023-04-17,405,4,2,696.27,147.69,South
353,2024-05-31,52,1,3,3363.13,578.82,East
354,2024-12-10,323,14,5,1728.45,242.31,South
355,2023-10-29,117,4,3,1064.59,116.4,West
356,2024-09-08,302,14,4,1359.84,332.69,East
357,2024-12-19,484,11,3,1072.12,159.81,East
358,2024-10-09,298,1,5,4646.24,586.06,South
359,2024-12-04,140,5,3,3333.94,759.88,East
360,2024-05-30,358,8,2,296.59,65.28,West
361,2023-12-27,241,1,1,1028.88,214.23,South
362,2024-11-21,248,15,4,4399.98,1166.46,East
363,2024-03-08,416,2,3,162.02,31.59,South
364,2024-01-26,402,6,1,960.85,218.55,West
365,2023-10-01,454,13,2,111.47,12.86,North
366,2024-11-30,23,17,3,990.17,262.06,East
367,2023-07-28,239,7,3,4524.64,394.13,West
368,2023-04-15,82,8,4,605.51,138.43,East
369,2023-08-18,55,2,5,265.36,54.0,North
370,2024-06-07,278,18,2,2016.3,515.65,South
371,2024-12-10,243,7,3,4417.24,1253.73,North
372,2024-03-02,301,13,4,235.22,69.31,West
373,2024-07-19,255,8,3,383.51,93.43,South
374,2024-09-27,332,16,2,1908.02,513.83,East
375,2023-08-19,484,16,4,3858.1,906.72,East
376,2024-08-25,8,1,3,3073.05,653.78,South
377,2023-10-29,237,13,2,102.51,30.38,East
378,2023-07-11,120,1,1,1144.46,276.64,East
379,2024-01-22,115,2,1,43.12,6.1,North
380,2023-05-14,97,4,3,974.58,259.36,West
381,2023-12-05,83,14,1,318.49,91.17,South
382,2023-06-07,87,14,1,360.97,76.28,West
383,2024-11-08,206,14,5,1516.57,384.87,West
384,2024-01-02,237,17,5,1560.07,367.69,East
385,2023-08-14,124,16,5,4878.73,949.08,North
386,2023-06-13,382,8,5,714.99,141.67,West
387,2023-12-24,460,9,1,617.18,78.34,North
388,2023-12-06,330,6,3,3080.01,394.42,West
389,2024-06-27,379,16,5,4284.29,871.83,East
390,2023-04-28,276,16,1,904.72,161.08,West
391,2024-09-28,460,6,5,4954.69,439.84,North
392,2024-01-26,251,15,3,3447.97,992.66,West
393,2023-09-20,81,10,4,231.11,32.87,South
394,2024-01-19,203,9,5,3366.67,646.14,West
395,2023-02-14,403,12,4,3018.14,674.06,South
396,2024-06-10,392,10,3,150.91,15.26,East
397,2024-06-30,189,15,5,4413.24,416.63,West
398,2024-12-02,47,1,2,1977.99,203.46,South
399,2024-12-20,445,10,5,316.5,76.94,West
400,2024-10-24,42,12,4,3494.53,335.01,East
401,2023-01-25,166,10,2,112.91,17.27,South
402,2023-03-17,106,14,1,280.63,71.48,South
403,2023-03-14,72,9,5,3424.78,445.5,North
404,2024-02-22,160,13,3,151.06,33.03,West
405,2023-11-20,59,7,4,4848.81,1106.14,South
406,2023-01-07,395,10,5,297.14,64.19,North
407,2023-02-16,154,13,5,275.01,26.39,North
408,2023-04-19,74,10,5,268.45,61.98,West
409,2023-03-30,7,6,5,5012.26,1422.84,West
410,2024-02-09,288,4,4,1571.26,136.35,West
411,2024-06-30,129,10,2,105.1,25.67,South
412,2023-10-30,22,14,5,1819.31,203.21,East
413,2023-01-12,410,9,3,2042.54,412.83,West
414,2023-02-12,309,6,1,917.99,193.94,East
415,2024-07-14,129,8,5,826.14,121.47,South
416,2023-08-05,202,15,3,3004.83,667.39,North
417,2023-05-26,97,3,5,1990.41,255.91,West
418,2023-07-18,208,17,3,948.76,215.95,East
419,2023-02-25,435,8,5,806.13,229.84,North
420,2024-04-17,205,13,5,270.84,26.03,North
421,2023-09-14,112,6,1,946.45,226.8,South
422,2023-12-05,363,17,4,1363.51,310.45,North
423,2023-04-13,372,1,2,1897.66,180.96,South
424,2023-11-22,284,15,2,2046.19,311.5,West
425,2024-12-11,304,5,3,3572.01,730.2,North
426,2023-11-20,122,17,3,1205.86,141.21,North
427,2023-09-10,356,15,3,3333.26,788.93,East
428,2023-10-11,250,14,4,1411.33,154.61,South
429,2024-05-06,275,5,3,3451.1,548.46,East
430,2024-05-13,14,14,3,978.99,116.18,West
431,2023-03-25,440,4,5,1974.18,530.89,East
432,2024-07-05,310,18,2,1703.08,411.09,North
433,2023-03-19,11,4,1,400.01,106.77,East
434,2024-08-18,276,13,1,53.19,13.26,West
435,2023-02-07,371,12,2,1625.88,324.47,South
436,2024-04-28,303,2,5,259.08,29.2,South
437,2023-08-17,347,16,4,3838.33,804.94,West
438,2023-05-18,489,12,3,2379.15,457.49,West
439,2024-01-08,153,10,4,228.62,51.62,East
440,2024-12-01,458,7,5,6360.26,1228.23,East
441,2023-06-13,143,7,4,5109.59,1475.22,West
442,2024-05-10,15,11,2,793.59,70.54,West
443,2023-08-26,178,4,4,1259.13,203.07,West
444,2024-11-15,381,3,1,403.85,112.96,East
445,2024-02-02,491,5,3,3457.9,622.5,East
446,2023-02-10,162,3,1,501.3,75.84,North
447,2024-10-10,369,4,5,1967.94,518.89,North
448,2024-08-15,372,3,3,1339.09,158.34,South
449,2024-01-10,68,15,4,4211.92,1169.27,East
450,2024-06-13,190,16,1,801.8,235.72,East
451,2024-06-12,239,9,2,1305.11,339.06,West
452,2024-05-13,50,10,3,185.69,51.1,East
453,2024-05-28,407,3,1,488.89,86.42,South
454,2023-03-20,428,14,2,645.84,91.57,East
455,2023-07-11,153,11,2,636.09,135.13,East
456,2024-11-07,262,13,1,48.01,12.41,West
457,2024-05-08,259,16,1,906.27,168.01,South
458,2023-06-15,384,15,5,5352.33,912.03,South
459,2023-02-14,404,9,2,1198.59,252.08,West
460,2024-10-06,234,8,2,294.09,81.16,North
461,2023-02-27,314,11,2,637.9,180.49,North
462,2024-02-20,312,16,5,4437.79,905.28,East
463,2024-11-08,436,6,1,1167.35,336.66,West
464,2024-04-04,428,9,2,1382.01,253.89,East
465,2023-06-24,370,8,4,539.08,91.84,South
466,2024-08-19,74,3,2,962.27,115.49,West
467,2023-09-28,370,6,5,4838.44,1116.86,South
468,2024-09-02,302,4,4,1476.08,192.72,East
469,2023-05-16,454,3,4,1565.94,194.99,North
470,2024-12-01,445,8,5,715.8,80.82,West
471,2023-07-01,42,4,1,357.23,76.89,East
472,2024-06-28,432,8,1,146.66,15.52,West
473,2024-11-06,175,4,4,1286.87,273.8,North
474,2024-11-25,28,8,1,152.76,29.77,North
475,2023-02-14,225,9,3,2125.38,370.6,West
476,2024-01-26,49,6,4,4094.12,1052.26,East
477,2023-04-11,447,2,5,242.88,33.03,East
478,2023-03-27,94,12,2,1503.04,410.16,South
479,2023-09-21,22,9,4,2444.04,576.82,East
480,2024-08-14,112,7,1,1415.37,275.07,South
481,2024-11-01,191,14,4,1178.07,302.7,North
482,2024-01-06,334,13,4,184.68,32.09,West
483,2023-09-17,285,14,5,1498.26,296.57,South
484,2024-01-10,17,16,5,4453.23,1327.93,West
485,2023-07-28,67,9,4,2615.87,660.33,West
486,2023-07-03,399,18,4,3591.34,725.74,West
487,2023-11-11,38,11,3,1081.14,270.63,West
488,2023-05-22,384,6,4,4710.56,1060.07,South
489,2024-04-02,195,1,2,2185.31,631.19,North
490,2023-08-08,254,11,1,353.4,89.39,West
491,2024-09-20,81,4,5,1899.81,447.39,South
492,2024-02-03,349,10,2,129.4,10.5,West
493,2023-05-29,34,13,1,51.6,10.94,North
494,2023-03-07,423,15,1,957.71,154.75,West
495,2023-02-08,367,12,5,4262.57,1213.77,East
496,2024-09-20,483,4,4,1503.04,214.97,West
497,2023-02-28,136,2,5,279.77,72.87,West
498,2024-03-25,413,9,4,2307.38,616.36,North
499,2023-10-20,200,3,5,2011.68,507.89,East
500,2024-06-12,484,1,5,5341.02,1150.14,East
501,2024-01-04,280,17,1,328.91,26.33,West
502,2023-03-30,368,3,2,1006.69,253.21,North
503,2024-11-16,90,12,3,2331.38,487.11,West
504,2023-01-16,189,7,5,7507.58,713.94,West
505,2024-07-16,54,18,1,875.0,229.73,East
506,2023-12-23,375,3,5,2107.85,546.8,East
507,2024-09-12,187,11,2,798.41,143.75,West
508,2024-08-11,317,11,4,1210.65,143.47,East
509,2023-04-20,122,11,5,1792.32,341.79,North
510,2023-04-30,119,15,3,3348.48,972.65,West
511,2024-08-11,140,12,5,3719.69,659.91,East
512,2024-07-30,8,3,4,1754.87,234.31,South
513,2024-04-14,259,15,3,3241.63,898.69,South
514,2024-05-08,330,17,1,316.42,30.02,West
515,2024-11-24,321,14,2,680.14,174.14,West
516,2023-12-28,4,9,4,2695.02,221.37,West
517,2023-09-12,224,2,3,139.85,23.46,South
518,2023-03-19,346,8,3,446.4,53.24,East
519,2023-12-29,206,16,3,2380.98,491.0,West
520,2024-11-30,385,3,2,989.93,120.61,North
521,2023-08-29,291,9,2,1431.4,389.35,East
522,2023-08-23,201,16,2,1579.53,213.13,West
523,2023-12-31,279,4,5,1621.77,167.81,North
524,2024-11-23,145,15,1,1161.02,218.72,East
525,2024-07-08,455,9,1,758.34,202.14,South
526,2024-09-27,451,18,3,2649.71,735.52,East
527,2023-10-09,166,11,5,1758.16,521.41,South
528,2023-10-14,82,1,5,4906.96,1202.39,East
529,2023-02-25,93,6,2,2154.11,372.87,North
530,2023-02-03,293,2,5,248.34,41.38,West
531,2024-04-13,41,14,2,730.73,170.71,North
532,2023-11-20,384,15,4,4331.12,357.75,South
533,2024-01-24,142,3,2,901.96,136.73,South
534,2023-09-23,457,4,5,1637.78,225.73,West
535,2024-04-27,224,8,3,497.14,77.3,South
536,2024-05-25,331,3,2,862.4,148.51,West
537,2024-01-09,281,14,3,1062.42,150.35,West
538,2024-08-08,238,17,2,635.86,131.43,East
539,2023-04-13,189,16,2,1835.02,471.42,West
540,2024-03-18,282,2,5,273.43,33.67,West
541,2024-04-29,192,11,2,766.7,91.13,South
542,2023-05-18,176,12,4,3658.24,976.26,West
543,2024-06-30,192,15,5,5459.9,1380.12,South
